file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/OUTCASTS/Old Faithful.png;Old Faithful;Outcasts Tactics;"Play this gang tactic when a friendly fighter
targets an enemy fighter with a ranged or close
combat attack.

Choose either a ranged or a melee weapon from
the Trading Post with a Rarity of 9 or less.
Count this attack as if the fighter was armed
with the chosen weapon.";Le vieux fidèle;Outcasts;Utilisez cette tactique lorsqu'un combattant allié vise un combattant ennemi avec une attaque à distance ou au corps à corps. Choisissez une arme à distance ou de mêlée au Trading post, d'une rareté de 9 ou moins. Considérez cette attaque comme si le combattant était armé de l'arme choisie.
../TacticsCards/OUTCASTS/Rise from the Ashes.png;Rise from the Ashes;Outcasts Tactics;"Play this gang tactic at the start of any round
before players Roll for Priority.

For the duration of this round and the following
two rounds, your gang automatically passes all
Bottle tests.";Renaître des cendres;Outcasts;Jouez cette tactique au début de n'importe quel tour, avant que les joueurs ne lancent les dés pour déterminer l'ordre de jeu. Pendant ce tour et les deux tours suivants, votre gang réussit automatiquement tous les Bottle tests.
../TacticsCards/OUTCASTS/Temporary Alliance.png;Temporary Alliance;Outcasts Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

Choose one Alliance normally available to

your gang (e.g. Noble, Criminal, Guild, etc.).
Your gang gains the effects of this Alliance for
the duration of the battle. This tactic may not be
used if your gang is already in an Alliance.";Alliance temporaire;Outcasts;Utilisez cette tactique au début du combat, une fois que les deux camps se sont déployés, mais avant le premier round. Choisissez une alliance normalement accessible à votre gang (par exemple : Noble, Criminel, Guilde, etc.). Votre gang bénéficie des effets de cette alliance pendant toute la durée du combat. Cette tactique ne peut pas être utilisée si votre gang fait déjà partie d'une alliance.
../TacticsCards/OUTCASTS/Undercover Agent.png;Undercover Agent;Outcasts Tactics;"Play this gang tactic when activating a friendly
fighter.

The fighter can choose to weyece their
characteristics profile with that of any friendly
fighter that is currently on the battlefield. At the
end of their activation, this fighter goes

Out of Action.";Agent infiltré;Outcasts;Utilisez cette tactique lorsque vous activez un combattant allié. Le combattant peut choisir d'échanger son profil de caractéristiques avec celui de n'importe quel combattant allié se trouvant actuellement sur le champ de bataille. À la fin de son activation, ce combattant est mis Out of Action.
../TacticsCards/OUTCASTS/We Never Liked Him Anyway.png;We Never Liked Him Anyway;Outcasts Tactics;"Play this gang tactic when a friendly fighter is
taken Out of Action.

The fighter automatically suffers a Memorable
Death, as if a roll of 66 had been made against
them on the Lasting Injury table. The fighter's
cost in credits is then added to your gang's Stash.";On ne l’a jamais vraiment aimé;Outcasts;Joue cette tactique lorsqu'un combattant allié est mis Out of Action. Le combattant subit automatiquement une Memorable death, comme si un jet de 66 avait été obtenu pour lui sur la table des Lasting injuries. Le coût en crédits du combattant est ensuite ajouté à la cagnotte de ton gang.
../TacticsCards/OUTCASTS/Worthless.png;Worthless;Outcasts Tactics;"Play this gang tactic when a friendly fighter is
taken Out of Action.

No XP is gained for the fighter being taken

Out of Action. In addition, do not count this
fighter as having been taken Out of Action when
determining scenario rewards.";Sans valeur;Outcasts;Jouez cette tactique lorsqu'un combattant allié est mis Out of Action. Aucun XP n'est gagné pour le combattant mis Out of Action. De plus, ne considérez pas ce combattant comme ayant été mis Out of Action lors de la détermination des récompenses du scénario.
../TacticsCards/OUTCASTS/Wyrd Occurrence.png;Wyrd Occurrence;Outcasts Tactics;"Play this gang tactic when activating a friendly
fighter.

The fighter immediately performs one of the
following Wyrd Power actions (without the need
to make a Willpower check). Their activation
then ends:

Chronomancy - Freeze Time (Double),
Divination - Misfortune (Basic),

Pyromancy - Molten Bolt (Basic).";Manifestation Wyrd;Outcasts;Utilisez cette tactique lorsque vous activez un combattant allié. Le combattant effectue immédiatement l'une des actions de Wyrd Power suivantes (sans avoir à passer de test de Willpower). Son activation prend alors fin : Chronomancy - Freeze Time (Double), Divination - Misfortune (Basic), Pyromancy - Molten Bolt (Basic).
../TacticsCards/SLAVE OGRYNS/Avenging Ogryn.png;Avenging Ogryn;Slave Ogryns Tactics;"Play this gang tactic when a friendly Slave Ogryn
fighter is taken Out of Action by an attack made
by an enemy fighter. Choose a friendly Slave
Ogryn that is Standing and Active, and has

a Ready marker on them. Until the end of this
round, that fighter automatically passes any
Nerve tests it has to make. In addition,

the fighter immediately activates, interrupting
the enemy fighter's turn, and performs their
activation as normal. This fighter then loses their
Ready marker.";Ogryn vengeur;Esclaves Ogryns;Jouez cette tactique lorsqu'un combattant Ogryn esclave allié est mis Out of Action par une attaque lancée par un combattant ennemi. Choisissez un Ogryn esclave allié Ready, debout et actif. Jusqu'à la fin de ce tour, ce combattant réussit automatiquement tous les Nerve tests qu'il doit effectuer. De plus, le combattant s'active immédiatement, interrompant le tour du combattant ennemi, et effectue son activation comme d'habitude. Ce combattant perd alors son marqueur Ready.
../TacticsCards/SLAVE OGRYNS/Chain Breaker.png;Chain Breaker;Slave Ogryns Tactics;"Play this tactic at the start of the battle, after bot .
sides have deployed, but before the first round.
Until the end of battle, don't roll Recovery for
any friendly Slave Ogryns that are Webbed. Trea
them as having rolled a Flesh Wound and they
immediately become Standing. If your opponent
doesn't have any fighters with Web weapons, you
may discard this gang tactic and select another.
Alternatively, if it's a campaign battle, friendly
fighters can't be captured; any captured fighter
counts as having rolled an Out Cold result.";Brise-chaîne;Esclaves Ogryns;"Jouez cette tactique au début de la bataille, une fois que les deux camps se sont déployés, mais avant le premier tour. Jusqu’à la fin de  a bataille, ne faites pas de tests de recovery pour les Ogryns esclaves alliés qui sont Webbed. Lorsqu’ils devraient tester, considérez le résultat comme ayant obtenu un résultat Flesh wound. Si votre adversaire n’a aucun combattant équipé avec le trait Web, vous pouvez écarter cette tactique et en choisir une autre. Sinon, s'il s'agit d'une bataille de campagne, les combattants amis ne peuvent pas être capturés ; tout combattant capturé est considéré comme ayant obtenu un résultat « K.O. »."
../TacticsCards/SLAVE OGRYNS/Die on Your Feet.png;Die on Your Feet;Slave Ogryns Tactics;"Play this gang tactic at the start of the battle, afte
both sides have deployed, but before the first
round. Until the end of this battle, when

a fiend: Slave Ogryn fighter is the target of

a Coup De Grace (Simple) action, they take D3
Flesh Wounds instead of going Out of Action.
The Slave Ogryn is then immediately moved 1""
directly away from the fighter performing the
action and is placed Prone and Pinned - they

are no longer Seriously Injured.";Mourir debout;Esclaves Ogryns;"Jouez cette tactique au début de la bataille, une fois que les deux camps se sont déployés, mais avant le premier tour. Jusqu’à la fin de cette bataille, lorsqu’un combattant allié est la cible d’une action Coup de grâce (simple), il subit D3 blessures légères au lieu d’être mis Out of Action. L'Ogryn esclave est alors immédiatement déplacé de 1"" à l’opposé du combattant effectuant l'action et est placé Pinned et Prone. Il n'est plus Seriously injured."
../TacticsCards/SLAVE OGRYNS/Freedom in Death.png;Freedom in Death;Slave Ogryns Tactics;"Play this gang tactic when a friendly Slave Ogryn
fighter is taken Out of Action.

Before removing this fighter from the battlefield,
they may immediately make a free Shoot (Basic)
action with a weapon with the Grenade trait they
are equipped with that has the Blast (3 ""/5""/*)
trait. The central hole of the Blast marker must
be centered over this fighter and the attack
automatically hits.";La liberté dans la mort;Esclaves Ogryns;Jouez cette tactique lorsqu'un combattant Ogryn Esclave allié est mis Out of Action. Avant de retirer ce combattant du champ de bataille, il peut immédiatement effectuer une action de Shoot (basic) gratuite avec une arme dotée des traits Grenade et Blast dont il est équipé. Le trou central du gabarit doit être centré sur ce combattant et l'attaque touche automatiquement.
../TacticsCards/SLAVE OGRYNS/Gene-Bred.png;Gene- Bred;Slave Ogryns Tactics;"Play this tactic at the start of the Deployment
step of the pre-battle sequence, before any
fighters have been deployed. Choose a Slave
Ogryn fighter in your starting crew. Until

the end of this battle, that fighter gains up to
two Gene-smithing upgrades. These must be
chosen from the Unborn Gene-smithed
Upgrades but do not affect the fighter's Credit
cost. Any upgrade that affects the fighter during
the post-battle sequence will affect the Slave
Ogryn fighter before upgrades is removed.";Élevé en cuve;Esclaves Ogryns;Jouez cette tactique au début de l'étape de Déploiement, avant le déploiement des combattants. Choisissez un combattant Ogryn esclave de votre gang. Jusqu’à la fin de cette bataille, ce combattant gagne jusqu’à deux améliorations génétiques. Celles-ci doivent être choisies parmi les améliorations génétiques Unborn, mais n’affectent pas le coût en crédits du combattant. Toute amélioration affectant le combattant pendant la séquence post-bataille affectera le combattant avant qu’elle ne soient retirées.
../TacticsCards/SLAVE OGRYNS/Hidden Loyalties.png;Hidden Loyalties;Slave Ogryns Tactics;"Play this gang tactic at the start of the |
Deployment step of the pre-battle sequence,
before any fighters have been deployed. |
Choose a fighter from your starting crew.
Unul the end of this battle, that fighter
gains the Infiltrate skill. |";Loyautés cachées;Esclaves Ogryns;Jouez cette tactique au début de la phase de déploiement, avant le déploiement des combattants. Choisissez un combattant parmi de votre gang. Jusqu'à la fin de cette bataille, ce combattant acquiert la compétence Infiltration.
../TacticsCards/SLAVE OGRYNS/Limb from Limb.png;Limb from Limb;Slave Ogryns Tactics;"Play this gang tactic when activating |
a friendly Slave Ogryn fighter.

Unul the End phase of this round, |
any weapon with the Melee trait the fighter
carries gains the Sever trait.";Membre par membre;Esclaves Ogryns;Utilisez cette tactique lorsque vous activer un combattant Ogryn esclave allié. À la fin de ce tour, toutes les armes dotées de la caractéristique Melee que le combattant porte acquièrent la caractéristique Severe.
../TacticsCards/SLAVE OGRYNS/Looted Gear.png;Looted Gear;Slave Ogryns Tactics;"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed.

Choose a fighter from your starting crew that is
on the battlefield and place a marker on that
fighter's card. Until the end of this battle, a singl
weapon that fighter is epee with loses one
of the following Traits: Reckless, Scarce,
Unwieldy. You may choose which weapon is
affected by this tactic and which Trait is lost.";Équipement pillé;Esclaves Ogryns;Jouez cette tactique au début de l'étape de déploiement de la séquence d'avant-bataille, avant que les combattants ne soient déployés. Choisissez un combattant de votre gang de départ qui se trouve sur le champ de bataille et placez un marqueur sur la carte de ce combattant. Jusqu’à la fin de cette bataille, une seule arme dont ce combattant est équipé perd l’un des traits suivants :Reckless, Scarce, Unwiedly. Vous pouvez choisir quelle arme est affectée par cette tactique et quel trait est perdu.
../TacticsCards/SLAVE OGRYNS/No, I’m Smarticus! .png;No, I'm Smarticus!;Slave Ogryns Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters. Until the End phase of this
round, roll a D6 each time a friendly Slave Ogryn
fighter with the Gang Leader special rule is the
target of a Shoot (Basic) action. On a 3+, you
may transfer any successful hits that result from
that action to a friendly Slave Osryn fignter
within 3"" of the fighter with the Gang Leader
special rule. Hits caused by a weapon with the
Blast (3"" /5"" /*) trait are unaffected by this tactic.";Non, c’est moi Smarticus !;Esclaves Ogryns;"Jouez cette tactique pendant la phase de Priorité de n'importe quel tour, après le jet de Priorité. Jusqu'à la phase de fin de ce tour, lancez un D6 chaque fois qu'un combattant Ogryn esclave allié doté de la règle spéciale gang leader est la cible d'une action de Shoot (basic). Sur un résultat de 3 ou plus, vous pouvez transférer tous les coups réussis résultant de cette action à un combattant Slave Ogryn allié situé à au moins 3"" du combattant doté de la règle spéciale gang leader. Les coups infligés par une arme dotée du trait Blast (3"" / 5"" /*) ne sont pas affectés par cette tactique."
../TacticsCards/SLAVE OGRYNS/Not Today!.png;Not Today!;Slave Ogryns Tactics;"Play this gang tactic when a friendly Slave Ogryn
fighter is taken Out of Action by an attack made
with a ranged weapon.

Before removing the fighter from the battlefield,
they may immediately become Standing and
make a free Charge (Double) action. Immediately
after this action, and ay subsequent Fight (Basic
action made as part of the Charge (Double)
action, is resolved, the fighter goes Out of Action
as normal.";Pas aujourd'hui !;Esclaves Ogryns;Utilisez cette tactique lorsqu'un combattant Ogryn Esclave allié est mis Out of Action par une attaque effectuée avec une arme à distance. Avant de retirer le combattant du champ de bataille, celui-ci peut immédiatement se remettre debout et effectuer une action de Charge (Double) gratuite. Immédiatement après cette action, et une fois que tout combat a été résolu, le combattant est mis Out of Action.
../TacticsCards/SLAVE OGRYNS/Out of My Way!.png;Out of my Way!;Slave Ogryns Tactics;"Play this gang tactic when activating a friendly
Slave Ogryn fighter.

Until the End phase of this round, the fighter
gains the Hur! skill if they did not already have it.
In addition, the Hurl (Basic) action becomes

a Hurl (Simple) action for this fighter. Any
enemy fighter that is the target of this action
must take a Strength check rather than an
Initiative check; if they fail, the enemy fighter is
hurled.";Hors de mon chemin !;Esclaves Ogryns;"Jouez cette tactique lorsque vous activez un combattant Ogryn esclave allié. Jusqu’à la phase de fin de ce tour, le combattant acquiert la compétence Hurl s’il ne la possédait pas déjà. De plus, l'action Hurl (Basic) devient une action Hurl (Simple) pour ce combattant. Tout combattant ennemi qui est la cible de cette action doit effectuer un test de Strength plutôt qu'un test d'Initiative ; s'il échoue, le combattant ennemi est projeté."
../TacticsCards/SLAVE OGRYNS/Quicker Than They Look.png;Quicker Than They Look;Slave Ogryns Tactics;"Play this gang tactic when activating |
a friendly Slave Ogryn fighter.

Unul the End phase of this round, this |
fighter doubles their base Move
characteristic while making a Charge
(Double) action. |";Plus rapide qu'il n'y paraît;Esclaves Ogryns;Utilisez cette tactique lorsque vous activez un combattant Ogryn esclave allié. À la fin de ce tour, ce combattant double sa caractéristique de Déplacement de base lorsqu'il effectue une action de Charge (Double).
../TacticsCards/SLAVE OGRYNS/Reboot.png;| Reboot;Slave Ogryns Tactics;"Play this gang tactic when a friendly Seriously
Injured Lobo-slave fighter is activated.

This Lobo-slave immediately removes any Flesh
Wounds and becomes Standing and Active.
However, until the end of this battle, decrease
this Lobo-slave's Weapon Skill and Attacks
characteristics by 1, to a minimum of 6+ and 1
respectively";Redémarrage;Esclaves Ogryns;Jouez cette tactique lorsqu'un combattant Lobo-slave allié Seriously injured est activé. Ce Lobo-slave se débarrasse immédiatement de toutes ses Flesh wound, redevient debout et actif. Cependant, jusqu'à la fin de cette bataille, réduisez les caractéristiques de WS et d’Attaques de cet esclave de Lobo de 1, jusqu'à un minimum de 6+ et 1 respectivement
../TacticsCards/SLAVE OGRYNS/Resurgent Threat.png;Resurgent Threat;Slave Ogryns Tactics;"Play this gang tactic during the End phase, |
before making any Bottle tests.

Your gang immediately passes their Bottle |
test, without the need to roll a D6. In
addition, you can choose who wins Priority
in the next round. |";Menace résurgente;Esclaves Ogryns;Jouez cette tactique pendant la phase de fin, avant d'effectuer tout Bottle test. Votre gang réussit immédiatement son Bottle test, sans avoir à lancer un D6. De plus, vous pouvez choisir qui remporte la priorité au tour suivant.
../TacticsCards/SLAVE OGRYNS/Slave Becomes Master.png;Slave Becomes Master;Slave Ogryns Tactics;"Play this tactic at the start of the Deployment step
of the pre-battle sequence, before any fighters
have been deployed. Your gang may immediately
recruit up to two Goliath Juves or one Goliath
Ganger for free. They will leave the gang at the
end of this battle. Each fighter has Frenzon collar
and either a stub gun or a maul and an axe. They
aren't counted towards your max crew size

- they're taken in addition to your starting crew.
If you don't have models available, you may
discard this gang tactic and select another.";L’esclave devient maître;Esclaves Ogryns;Jouez cette tactique au début de la phase de Déploiement de la séquence d’avant-bataille, avant que les combattants aient été déployés. Votre gang peut immédiatement recruter gratuitement jusqu’à deux Goliath Juves ou un Goliath Ganger. Ils quitteront le gang à la fin de cette bataille. Chaque combattant est équipé d’un Frenzon collar et soit d’un stub gun, soit d’un Maul ou d’une Axe. Ils ne sont pas pris en compte dans la taille maximale de votre équipe : ils s’ajoutent à votre équipe de départ.
../TacticsCards/SLAVE OGRYNS/Strong and Steady.png;Strong and Steady;Slave Ogryns Tactics;"Play this gang tactic when a friendly fighter is hit
by a ranged attack, before they become Prone
and Pinned.

Immediately make a Strength test for the fighter.
If it is passed, they do not become Pinned.

This gang tactic can be played after a fighter has
failed a Cool check as part of the Nerves of Steel
skill.";Fort et stable;Esclaves Ogryns;Jouez cette tactique lorsqu'un combattant allié est touché par une attaque à distance, avant qu'il ne se retrouve Prone et Pinned. Effectuez immédiatement un test de Strength pour le combattant. S'il réussit, il ne se retrouve pas Pinned. Cette tactique de gang peut être jouée après qu'un combattant ai échoué à un test de Cool dans le cadre de la compétence Nerves of steel.
../TacticsCards/SLAVE OGRYNS/Tools of the Trade.png;Tools of the Trade;Slave Ogryns Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

Choose a fighter from your starting crew that is
on the battlefield and place a marker on their
Fighter card. Choose one weapon with the Melee
trait that the fighter is equipped with. For the
duration of this battle, the Fehtet's Weapon Skill
is treated as 2+ when making attacks with that
weapon.";Outils du métier;Esclaves Ogryns;Jouez cette tactique au début de la bataille, une fois que les deux camps se sont déployés, mais avant le premier round. Choisissez un combattant de votre gang de départ qui se trouve sur le champ de bataille et placez un marqueur sur sa carte de combattant. Choisissez une arme dotée de la caractéristique Melee dont le combattant est équipé. Pendant toute la durée de cette bataille, la WS du combattant est considérée comme étant de 2+ lorsqu'il effectue des attaques avec cette arme.
../TacticsCards/SLAVE OGRYNS/Unleash the Storm.png;Unleash the Storm;Slave Ogryns Tactics;"Play this gang tactic when a friendly Slave Ogryn
fighter makes an attack with a Storm-welder,
before rolling any dice.

Until the End phase of this round, the Storm-
-welder loses the Reckless trait. However, at the
end of this fighter's activation, the weapon
immediately goes Out of Ammo as if they rolled
the Ammo symbol on the Firepower dice; this
counts as an additional roll of the Ammo symbol
for the purposes of Storm-welder's Unstable trait";Libérez la tempête;Esclaves Ogryns;"Jouez cette tactique lorsqu'un combattant Ogryn esclave allié effectue une attaque avec un Storm-welder, avant de lancer les dés. Jusqu'à la phase de fin de ce tour, le Storm-welder perd le trait Reckless. Cependant, à la fin de l'activation de ce combattant, l'arme se retrouve immédiatement à Out of ammo; Cela compte comme un jet supplémentaire du symbole Munitions aux fins du trait Unstable du Storm-welder"
../TacticsCards/SQUAT PROSPECTORS/Ancestral Weapon.png;Ancestral Weapon;Squat Prospectors Tactics;"Play this gang tactic when making a ranged attack
with a friendly fighter.

For the duration of this attack, increase the
fighter's BS by 1.";Arme ancestrale;Prospecteurs squat;Jouez cette tactique lorsqu'un combattant allié déclare une attaque à distance. Pendant toute la durée de cette attaque, augmente la BS du combattant de 1.
../TacticsCards/SQUAT PROSPECTORS/Assault Tunnel.png;Assault Tunnel;Squat Prospectors Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round. Select a friendly fighter that is not
part of your starting crew and is not subject to
the Mounted condition. At the start of the third
round, before rolling for Initiative, the fighter
may be placed anywhere on the battlefield that
is at least 12"" away from any enemy models. If
there are no eligible fighters in your gang, you
may discard this gang tactic and select another.";Tunnel d'assaut;Prospecteurs squat;"Jouez cette tactique au début de la bataille, une fois que les deux camps se sont déployés, mais avant le premier round. Choisissez un combattant allié qui ne fait pas partie de votre gang de départ et qui n’est pas Mounted. Au début du troisième tour, avant de lancer les dés pour l’Initiative, le combattant peut être placé n’importe où sur le champ de bataille, à au moins 12"" de tout figurine ennemie. S’il n’y a aucun combattant éligible dans votre gang, vous pouvez abandonner cette tactique de gang et en choisir une autre."
../TacticsCards/SQUAT PROSPECTORS/Brace for Impact!.png;Brace for Impact!;Squat Prospectors Tactics;"Play this gang tactic after a friendly fighter has
been Engaged by an enemy fighter performing
the Charge (Double) action, before the enemy
fighter rolls any dice to attack.

For the duration of this attack, add 1 to any save
rolls made by the friendly fighter.";Préparez-vous à l’impact !;Prospecteurs squat;Utilisez cette tactique après qu'un combattant allié ait été engagé par un combattant ennemi effectuant l'action Charge (Double), avant que le combattant ennemi ne lance ses dés pour attaquer. Pendant toute la durée de cette attaque, ajoutez 1 à tous les jets de sauvegarde effectués par le combattant allié.
../TacticsCards/SQUAT PROSPECTORS/Deathblow!.png;| Deathblow!;Squat Prospectors Tactics;"Play this gang tactic when resolving damage on
an enemy fighter as a result of an attack made

by a friendly model, after rolling the Injury dice.
If you roll two or more results of Seriously
Injured, the enemy fighter is taken Out of Action
instead.";Coup fatal !;Prospecteurs squat;Jouez cette tactique lors du calcul des dégâts infligés à un combattant ennemi à la suite d'une attaque menée par un alliée, après avoir lancé le test d’Injury. Si vous obtenez au moins deux résultats Seriously injured, le combattant ennemi est mis Out of Action à la place.
../TacticsCards/SQUAT PROSPECTORS/Finest Craftsmanship.png;Finest Craftsmanship;Squat Prospectors Tactics;"Play this gang tactic when making a ranged attack
with a friendly model, before rolling to hit.

For the duration of this attack, either the Hit roll
or Wound roll may be re-rolled.";Artisanat d’exception;Prospecteurs squat;Jouez cette tactique lorsque vous effectuez une attaque à distance avec un combattant allié, avant de lancer le dé pour toucher. Pendant toute la durée de cette attaque, vous pouvez relancer soit le dé de toucher, soit le dé de blessure.
../TacticsCards/SQUAT PROSPECTORS/Fire in the Hole!.png;Fire in the Hole!;Squat Prospectors Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, D3 friendly
fighters of your choice count as being equipped
with blasting charges.";Grenade !;Prospecteurs squat;Utilisez cette tactique au début de la bataille, une fois que les deux camps se sont déployés, mais avant le premier round. Pendant toute la durée de cette bataille, D3 combattants alliés de votre choix sont considérés comme équipés de Blasting charges.
../TacticsCards/SQUAT PROSPECTORS/Get Back!.png;Get Back!;Squat Prospectors Tactics;"Play this gang tactic when a friendly fighter is
making Reaction attacks, before rolling any dice.
For the duration of this attack, the fighter's
attacks gain the Knockback trait.";Reculez !;Prospecteurs squat;Jouez cette tactique lorsqu'un combattant allié effectue des attaques de réaction, avant de lancer les dés. Pendant toute la durée de cette attaque, les attaques du combattant bénéficient de la caractéristique Knockback.
../TacticsCards/SQUAT PROSPECTORS/Honour the Ancestors.png;Honour the Ancestors;Squat Prospectors Tactics;"Play this gang tactic when making a Cool check
for a friendly fighter, before rolling any dice.
The fighter automatically passes the Cool check;
there is no need to roll any dice.";Honorez les ancêtres;Prospecteurs squat;Utilisez cette tactique lors d'un test de Cool pour un combattant allié, avant de lancer les dés. Le combattant réussit automatiquement le test de Cool, il n'est pas nécessaire de lancer les dés.
../TacticsCards/SQUAT PROSPECTORS/Listen to your Elders!.png;Listen to your Elders!;Squat Prospectors Tactics;"Play this gang tactic when making a Group
Activation.

Increase the number of fighters that can be
activated as part of the Group Activation by 1.";Écoutez vos aînés !;Prospecteurs squat;Utilisez cette tactique lors d'une activation de groupe. Augmentez de 1 le nombre de combattants pouvant être activés dans le cadre de l'activation de groupe.
../TacticsCards/SQUAT PROSPECTORS/Made to take a Beating.png;Made to take a Beating;Squat Prospectors Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, a friendly fighter
of your choice reduces the AP of all attacks
targeting them by 1.";Fait pour encaisser;Prospecteurs squat;Utilisez cette tactique au début du combat, une fois que les deux camps se sont déployés, mais avant le premier round. Pendant toute la durée de ce combat, un combattant allié de votre choix réduit de 1 l’AP de toutes les attaques qui le visent.
../TacticsCards/SQUAT PROSPECTORS/Mother Lode!.png;Mother Lode!;Squat Prospectors Tactics;"Play this gang tactic during the Wrap-up phase
of the post- battle sequence.

If your gang won the scenario, add 2D6x10
credits to your gang's Stash.";Filon mère !;Prospecteurs squat;Jouez cette tactique pendant la séquence d'après-combat. Si votre gang a remporté le scénario, ajoutez 2D6 × 10 crédits à la cagnotte de votre gang.
../TacticsCards/SQUAT PROSPECTORS/Running Repairs.png;Running Repairs;Squat Prospectors Tactics;"Play this gang tactic when activating a friendly
vehicle.

The vehicle immediately regains D3 HP lost
earlier in battle.";Réparations en marche;Prospecteurs squat;Utilisez cette tactique lorsque vous activez un véhicule allié. Le véhicule regagne immédiatement D3 points de vie perdus plus tôt au cours du combat.
../TacticsCards/SQUAT PROSPECTORS/Running on Vapours.png;Running on Vapours;Squat Prospectors Tactics;"Play this gang tactic at the start of any round,
before rolling for Initiative.

One enemy vehicle of your choice changes its
Status to Stationary and Stalled. If the enemy
gang doesn't have any vehicles in its starting
crew, you may discard this gang tactic and
select another.";Sur les vapeurs;Prospecteurs squat;Jouez cette tactique au début de n'importe quel tour, avant de lancer les dés pour l’initiative. Un véhicule ennemi de votre choix passe aux états Stationnary et Stalled. Si le gang ennemi ne dispose d'aucun véhicule dans son gang de départ, vous pouvez défausser cette tactique de gang et en choisir une autre.
../TacticsCards/SQUAT PROSPECTORS/Scrapper’s Delight.png;Scrapper’s Delight;Squat Prospectors Tactics;"Play this gang tactic when a friendly fighter
opens a Loot casket, before rolling to determine
the casket's contents.

Instead of rolling to determine the Loot casket's
contents, add D3x10 credits to your gang's Stash
and then remove the Loot casket from the
battlefield.";Délice de ferrailleur;Prospecteurs squat;Jouez cette tactique lorsqu'un combattant allié ouvre un Loot casket, avant de lancer les dés pour déterminer son contenu. Au lieu de lancer les dés pour déterminer le contenu du coffre de butin, ajoutez D3 × 10 crédits à la réserve de votre gang, puis retirez le coffre de butin du champ de bataille.
../TacticsCards/SQUAT PROSPECTORS/Thermal Visor.png;Thermal Visor;Squat Prospectors Tactics;"Play this gang tactic when activating a friendly
model.

For the duration of this activation, increase the
value of the Visibility (X"") rule by 6"". If the
Visibility CX"") rule is not in effect for this battle,
you may discard this gang tactic and select
another.";Visière thermique;Prospecteurs squat;Utilisez cette tactique lorsque vous activez un alliée. Pendant toute la durée de cette activation, augmentez la valeur de la règle de Visibilité (X) de 6. Si la règle de Visibilité (X) n'est pas en vigueur pour ce combat, vous pouvez défausser cette tactique de gang et en choisir une autre.
../TacticsCards/SQUAT PROSPECTORS/Too Stubborn to Die.png;Too Stubborn to Die;Squat Prospectors Tactics;"Play this gang tactic when damage is inflicted
upon a friendly fighter, after Injury dice are
rolled.

Discard one Injury dice of your choice before
applying the effects.";Trop têtu pour mourir;Prospecteurs squat;Jouez cette tactique lorsqu'un combattant allié subit des dégâts, après avoir lancé les dés d’Injury. Défaussez un dé d’Injury de votre choix avant d'appliquer les effets.
../TacticsCards/SQUAT PROSPECTORS/Vengeance of the Ironhead!.png;Vengeance of the lronhead!;Squat Prospectors Tactics;"Play this gang tactic after a friendly fighter has
been taken Out of Action by an enemy model.

A friendly fighter with line of sight to the enemy
fighter may immediately make a Shoot (Basic)
action targeting the enemy fighter.";Vengeance de l’Ironhead !;Prospecteurs squat;Utilisez cette tactique après qu'un combattant allié a été mis Out of Action par un ennemi. Un allié ayant une ligne de vue sur l'ennemi peut immédiatement effectuer une action de Shoot (basic) en ciblant ce dernier.
../TacticsCards/SQUAT PROSPECTORS/Veteran of the Wastes.png;Veteran of the Wastes;Squat Prospectors Tactics;"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

Until the end of the battle, a friendly model of
your choice gains a random skill from one of
their Primary skill sets.";Vétéran des Désolations;Prospecteurs squat;Utilisez cette tactique au début de la bataille, une fois que les deux camps se sont déployés, mais avant le premier tour. Jusqu'à la fin de la bataille, une figurine alliée de votre choix gagne une compétence aléatoire issue de l'un de ses ensembles de compétences principales.
../TacticsCards/UNDERDOG/Decoy.png;| Decoy;Underdog Tactics;"During Step 7 of the pre-battle sequence, tuck
this card under the Fighter card of one of your
fighters, but do not reveal it to your opponent.
If, at the end of the battle, this fighter has been
taken Out of Action by an enemy Champion or
Leader, this fighter gains D3 Experience points
ae 2D6x10 credits are added to your gang's
tash.";Leurre;Underdog;Au cours de l'étape 7 de la séquence d’avant combat, placez cette carte sous la carte Combattant de l'un de vos combattants, mais ne la montrez pas à votre adversaire. Si, à la fin du combat, ce combattant a été mis Out of Action par un Champion ou un leader ennemi, ce combattant gagne D3 points d'expérience et 2D6x10 crédits sont ajoutés à la caisse de votre gang.
